NIT,ciiu,TOTAL ACTIVO CORRIENTE,TOTAL ACTIVO,TOTAL PASIVO CORRIENTE,TOTAL PASIVO,TOTAL PATRIMONIO,UTILIDAD,INTERESES,Ingresos,Tamaño Empresarial
900158685,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,2.05944E+11,5.1234E+11,1.30262E+11,4.10657E+11,1.01683E+11,1.36706E+11,37104853000,2.94374E+11,Mediana empresa
900358218,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,9686472000,26202227000,8812977000,22372905000,3829322000,8093742000,1787408000,17206882000,Mediana empresa
900414127,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,5862432000,12460791000,1900645000,8719887000,3740904000,3384890000,484886000,5972765000,Pequeña empresa
800005423,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,33485542000,46775103000,29432665000,34714870000,12060233000,37489913000,1804744000,1.06138E+11,Mediana empresa
800007202,C2229 - Fabricación de artículos de plástico n.c.p.,21984248000,35551274000,18030029000,23732869000,11818405000,6295243000,1954804000,53167127000,Mediana empresa
800041723,C2229 - Fabricación de artículos de plástico n.c.p.,2.11243E+11,2.75572E+11,1.40599E+11,2.15986E+11,59586386000,35514199000,4484801000,2.58129E+11,Gran empresa
800067861,C2229 - Fabricación de artículos de plástico n.c.p.,1.11617E+11,3.6308E+11,64010694000,1.57575E+11,2.05505E+11,22224122000,9604875000,2.119E+11,Gran empresa
800080027,"C1410 - Confección de prendas de vestir, excepto prendas de piel",1.09452E+11,1.92443E+11,82873975000,1.0815E+11,84293950000,98292064000,21663614000,1.70392E+11,Gran empresa
800080917,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,96115615000,1.42161E+11,61173579000,93293048000,48867626000,44518339000,4723331000,2.06931E+11,Gran empresa
800092777,"C1521 - Fabricación de calzado de cuero y piel, con cualquier tipo de suela",11700309000,25760739000,7490950000,9632351000,16128388000,9396095000,601633000,27741537000,Mediana empresa
800130985,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,27440571000,39108503000,14857062000,16528527000,22579976000,29216359000,2583358000,42872505000,Mediana empresa
800152825,"C1410 - Confección de prendas de vestir, excepto prendas de piel",3233587000,22821280000,162171000,2319064000,20502216000,799223000,76664000,3031537000,Pequeña empresa
800156635,C2229 - Fabricación de artículos de plástico n.c.p.,45656104000,68470082000,16318594000,17079494000,51390588000,9523962000,579229000,45427615000,Mediana empresa
800164590,C2229 - Fabricación de artículos de plástico n.c.p.,55327358000,83322584000,25696763000,30133579000,53189005000,36401508000,801091000,2.42859E+11,Gran empresa
800169352,"C1410 - Confección de prendas de vestir, excepto prendas de piel",3.08535E+11,3.58437E+11,2.01463E+11,2.88516E+11,69921473000,1.34874E+11,15959965000,2.74089E+11,Gran empresa
800171338,C2229 - Fabricación de artículos de plástico n.c.p.,22794628000,68678296000,20753548000,35862735000,32815561000,8455791000,2933777000,36540536000,Mediana empresa
800176628,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,48031563000,69268024000,29336087000,37508547000,31759477000,34798877000,1035855000,75235755000,Mediana empresa
800179834,"C1410 - Confección de prendas de vestir, excepto prendas de piel",11193388000,40947113000,6073390000,30150919000,10796194000,3616662000,2681000,13154531000,Mediana empresa
800199498,G4774 - Comercio al por menor de otros productos nuevos en establecimientos especializados,2828271000,5217782000,1681308000,2438511000,2779271000,2607279000,0,7466076000,Pequeña empresa
800217481,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,31705035000,77351037000,2803348000,11886106000,65464931000,12324831000,0,31327174000,Mediana empresa
800218958,C2229 - Fabricación de artículos de plástico n.c.p.,2.23649E+11,3.48211E+11,1.37709E+11,1.63085E+11,1.85126E+11,99460420000,21639471000,4.82533E+11,Gran empresa
800219678,C2229 - Fabricación de artículos de plástico n.c.p.,45283428000,68380791000,25912706000,27772597000,40608194000,25384272000,0,83309399000,Gran empresa
800226901,C2229 - Fabricación de artículos de plástico n.c.p.,37599794000,70742536000,31970585000,42357234000,28385302000,15520968000,3343263000,74603045000,Gran empresa
800227956,"C1410 - Confección de prendas de vestir, excepto prendas de piel",22424774000,30196321000,8810857000,26197590000,3998731000,7902627000,141759000,44646236000,Mediana empresa
800251038,C2229 - Fabricación de artículos de plástico n.c.p.,39208288000,49147168000,17915031000,17915031000,31232137000,29680447000,1497246000,69767467000,Gran empresa
801003052,"C1410 - Confección de prendas de vestir, excepto prendas de piel",6737863000,28039779000,4515069000,7438084000,20601695000,5195006000,97349000,25260667000,Mediana empresa
802012043,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,22566315000,87143662000,12548829000,37417562000,49726100000,17417724000,2001099000,28669399000,Mediana empresa
802014606,C2229 - Fabricación de artículos de plástico n.c.p.,31460189000,60757972000,27457362000,39173511000,21584461000,7868996000,9089648000,56595566000,Mediana empresa
805003626,"C1410 - Confección de prendas de vestir, excepto prendas de piel",4.55026E+11,6.2145E+11,2.23747E+11,3.76314E+11,2.45136E+11,4.79485E+11,20489610000,8.82154E+11,Gran empresa
805004875,G4772 - Comercio al por menor de todo tipo de calzado y artículos de cuero y sucedáneos del cuero en establecimientos especializados,66415561000,87505558000,39877532000,60436041000,27069517000,67181993000,3832482000,1.52907E+11,Mediana empresa
805015744,"C1410 - Confección de prendas de vestir, excepto prendas de piel",18923372000,36861717000,12781989000,21297704000,15564013000,7785595000,3084555000,32921599000,Mediana empresa
805028697,"C1410 - Confección de prendas de vestir, excepto prendas de piel",20566020000,22894789000,16031629000,16031629000,6863160000,11388984000,0,31028058000,Mediana empresa
811005628,G4772 - Comercio al por menor de todo tipo de calzado y artículos de cuero y sucedáneos del cuero en establecimientos especializados,11003724000,23467383000,6057436000,11386270000,12081113000,21050049000,1764634000,36316837000,Mediana empresa
811017000,"C1410 - Confección de prendas de vestir, excepto prendas de piel",3.5291E+11,4.17664E+11,3.51024E+11,3.81463E+11,36200701000,4.63484E+11,14204010000,1.03316E+12,Gran empresa
811018771,"C1410 - Confección de prendas de vestir, excepto prendas de piel",2.6035E+11,3.16866E+11,1.71944E+11,2.51893E+11,64973000000,2.56213E+11,17920000000,5.37566E+11,Gran empresa
811042428,"C1410 - Confección de prendas de vestir, excepto prendas de piel",22227466000,28006285000,8828250000,9877236000,18129049000,15003604000,0,45296324000,Mediana empresa
811042877,"C1410 - Confección de prendas de vestir, excepto prendas de piel",13611482000,28949024000,3805358000,12641772000,16307252000,7445914000,454483000,23730755000,Mediana empresa
811045326,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,5704782000,5967503000,2417732000,2442095000,3525408000,2704412000,354392000,9496618000,Pequeña empresa
815004320,C2229 - Fabricación de artículos de plástico n.c.p.,49889726000,72291956000,28898360000,50452314000,21839642000,19774035000,7185059000,83078273000,Gran empresa
817000727,C2229 - Fabricación de artículos de plástico n.c.p.,25579388000,43865710000,9850401000,11237699000,32628011000,3541423000,5185000,43999632000,Mediana empresa
817000793,C2229 - Fabricación de artículos de plástico n.c.p.,12315323000,17302626000,2318853000,2663386000,14639240000,3770293000,181281000,12045517000,Mediana empresa
817002584,C2229 - Fabricación de artículos de plástico n.c.p.,27594333000,83540559000,13691143000,16699750000,66840809000,12797974000,1394046000,65033394000,Mediana empresa
830021253,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,2.9535E+11,3.88075E+11,2.0793E+11,2.23967E+11,1.64108E+11,1.50239E+11,43729321000,4.63982E+11,Gran empresa
830022319,G4759 - Comercio al por menor de otros artículos domésticos en establecimientos especializados,71370421000,75546436000,46172084000,48162233000,27384203000,19107613000,0,77960327000,Mediana empresa
830028860,G4772 - Comercio al por menor de todo tipo de calzado y artículos de cuero y sucedáneos del cuero en establecimientos especializados,23784155000,30750397000,17295522000,18550951000,12199446000,31633119000,3898925000,67950269000,Mediana empresa
830048328,G4774 - Comercio al por menor de otros productos nuevos en establecimientos especializados,24743477000,77861817000,14228574000,36003254000,41858563000,30555849000,4606717000,69881977000,Mediana empresa
830068360,C2229 - Fabricación de artículos de plástico n.c.p.,7183499000,14794701000,4165717000,7931997000,6862704000,3756205000,937009000,15820336000,Mediana empresa
830089018,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,16477782000,16477782000,7712765000,8813524000,7664258000,0,0,0,Microempresa
830110347,G4774 - Comercio al por menor de otros productos nuevos en establecimientos especializados,36825254000,36825254000,25061074000,25128161000,11697093000,19266043000,0,3.18647E+11,Mediana empresa
860002119,"C1392 - Confección de artículos con materiales textiles, excepto prendas de vestir",47483842000,1.0425E+11,20066940000,91570457000,12679619000,25461223000,15702447000,83667107000,Gran empresa
860002445,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,30854436000,65756810000,27596770000,39581316000,26175494000,19291819000,5647134000,61917434000,Mediana empresa
860009034,"C1521 - Fabricación de calzado de cuero y piel, con cualquier tipo de suela",1.46841E+11,2.20682E+11,80664950000,1.21532E+11,99149166000,22872235000,7999853000,83244251000,Gran empresa
860014404,C2229 - Fabricación de artículos de plástico n.c.p.,1.68983E+11,2.07689E+11,77000010000,86640284000,1.21049E+11,30544513000,91463000,2.18234E+11,Gran empresa
860023525,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,31938231000,46583279000,23502176000,25336950000,21246329000,11268682000,3100284000,73980087000,Gran empresa
860024986,C2229 - Fabricación de artículos de plástico n.c.p.,50566209000,84517260000,35236140000,56279075000,28238185000,20428191000,6265110000,96882282000,Gran empresa
860027917,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,52475737000,74353264000,11879123000,18880559000,55472705000,14449684000,808221000,57974063000,Mediana empresa
860029949,C2229 - Fabricación de artículos de plástico n.c.p.,42920699000,75911893000,29532519000,30932139000,44979754000,21000437000,21699000,71402840000,Gran empresa
860031885,"C1410 - Confección de prendas de vestir, excepto prendas de piel",30509772000,77789184000,9789994000,74023687000,3765497000,18847890000,5550864000,41428380000,Mediana empresa
860042155,C2229 - Fabricación de artículos de plástico n.c.p.,34237924000,39029675000,11652752000,12405967000,26623708000,20078921000,1000,48162522000,Mediana empresa
860048245,G4774 - Comercio al por menor de otros productos nuevos en establecimientos especializados,43914148000,57609513000,16410061000,19066017000,38543496000,19681386000,4140428000,32334791000,Mediana empresa
860066471,"C1512 - Fabricación de artículos de viaje, bolsos de mano y artículos similares elaborados en cuero, y fabricación de artículos de talabartería y guarnicionería",79738351000,1.33193E+11,33818776000,73520721000,59672430000,65699294000,22631092000,1.07127E+11,Gran empresa
860067998,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,1.50773E+11,2.15274E+11,1.09572E+11,1.21379E+11,93894946000,42133368000,9882618000,3.10973E+11,Gran empresa
860508382,G4774 - Comercio al por menor de otros productos nuevos en establecimientos especializados,29130789000,34718034000,18173276000,19038767000,15679267000,40077798000,2200670000,85766127000,Mediana empresa
860516806,"C1410 - Confección de prendas de vestir, excepto prendas de piel",5.06859E+11,1.18074E+12,5.01237E+11,9.47916E+11,2.3282E+11,3.38708E+11,72311792000,9.13758E+11,Gran empresa
860533955,"C1410 - Confección de prendas de vestir, excepto prendas de piel",27105720000,86841291000,16666586000,32158336000,54682955000,22254994000,2835648000,40104383000,Mediana empresa
860536256,"C1410 - Confección de prendas de vestir, excepto prendas de piel",10485604000,22510412000,4151776000,9545010000,12965402000,5187583000,427567000,24623276000,Mediana empresa
890100783,"C1392 - Confección de artículos con materiales textiles, excepto prendas de vestir",2.57596E+11,3.88138E+11,1.92585E+11,2.02469E+11,1.85668E+11,42419137000,17743857000,3.40881E+11,Gran empresa
890113508,"C1392 - Confección de artículos con materiales textiles, excepto prendas de vestir",16904024000,30109280000,5960457000,12112260000,17997020000,8768555000,1511325000,31210481000,Mediana empresa
890211562,C2229 - Fabricación de artículos de plástico n.c.p.,37434163000,48217818000,9531399000,16639236000,31578582000,17544429000,2829498000,64094045000,Mediana empresa
890300510,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,25147621000,47445609000,8409741000,10673802000,36771807000,10588377000,4360882000,33455582000,Mediana empresa
890300794,C2229 - Fabricación de artículos de plástico n.c.p.,96810601000,2.39262E+11,62108049000,1.20211E+11,1.19051E+11,84748569000,3641587000,2.68832E+11,Gran empresa
890307885,C2229 - Fabricación de artículos de plástico n.c.p.,1.34412E+11,2.73727E+11,1.19633E+11,1.80481E+11,93245508000,36494151000,7146611000,2.53463E+11,Gran empresa
890308729,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,6918149000,16250906000,2203259000,8963523000,7287383000,3560874000,0,12413496000,Mediana empresa
890317339,G4774 - Comercio al por menor de otros productos nuevos en establecimientos especializados,52567286000,67540605000,27285888000,30871042000,36669563000,36873400000,7296096000,80879082000,Mediana empresa
890704858,"C1410 - Confección de prendas de vestir, excepto prendas de piel",38782372000,55027613000,11777599000,22411865000,32615748000,30422062000,2256431000,66732574000,Gran empresa
890800450,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,33274127000,59504633000,29773269000,40867383000,18637250000,22312870000,1282583000,82011298000,Gran empresa
890801339,G4772 - Comercio al por menor de todo tipo de calzado y artículos de cuero y sucedáneos del cuero en establecimientos especializados,2.13288E+11,3.51322E+11,1.92369E+11,2.65774E+11,85547489000,2.2239E+11,14834178000,5.06487E+11,Mediana empresa
890900071,C2229 - Fabricación de artículos de plástico n.c.p.,9162514000,11868765000,4832286000,8391027000,3477738000,7372074000,852136000,21378410000,Mediana empresa
890900344,"C1410 - Confección de prendas de vestir, excepto prendas de piel",2431422000,4005696000,21061000,21061000,3984635000,0,88000,0,Microempresa
890900424,C2229 - Fabricación de artículos de plástico n.c.p.,1.13081E+11,3.33479E+11,52754733000,86944694000,2.46534E+11,46070840000,9192424000,1.90785E+11,Gran empresa
890901672,"C1410 - Confección de prendas de vestir, excepto prendas de piel",5.36847E+11,9.17166E+11,3.43228E+11,5.52376E+11,3.6479E+11,4.77521E+11,72523300000,1.00172E+12,Gran empresa
890903995,G4772 - Comercio al por menor de todo tipo de calzado y artículos de cuero y sucedáneos del cuero en establecimientos especializados,1.68604E+11,1.84898E+11,81034344000,1.16087E+11,68811631000,74529327000,7897756000,2.09246E+11,Mediana empresa
890905790,C2229 - Fabricación de artículos de plástico n.c.p.,99559976000,1.90689E+11,68480000000,86571613000,1.04117E+11,21480288000,17436425000,1.4898E+11,Gran empresa
890907406,C2229 - Fabricación de artículos de plástico n.c.p.,68232113000,1.88638E+11,49539869000,1.03647E+11,84990966000,14982527000,15255820000,1.09315E+11,Gran empresa
890912508,"C1392 - Confección de artículos con materiales textiles, excepto prendas de vestir",44902204000,68462346000,13120439000,19547903000,48914443000,21045386000,1307327000,53491276000,Mediana empresa
890926803,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,1.39567E+11,2.1279E+11,70984670000,1.46477E+11,66313589000,1.22264E+11,31785568000,2.31857E+11,Mediana empresa
890928257,C2229 - Fabricación de artículos de plástico n.c.p.,1.79216E+11,3.47456E+11,1.12106E+11,1.72382E+11,1.75075E+11,99430023000,21169949000,4.05964E+11,Gran empresa
890930086,C1313 - Acabado de productos textiles,66136102000,1.18157E+11,31205860000,51643414000,66513488000,29890018000,2492297000,1.05699E+11,Gran empresa
890933452,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,7445486000,7651857000,388722000,2387761000,5264096000,0,361000,0,Microempresa
890940122,"C1410 - Confección de prendas de vestir, excepto prendas de piel",1.70369E+11,1.96162E+11,1.49134E+11,1.7147E+11,24691818000,81370917000,16822901000,1.64345E+11,Gran empresa
891300120,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,14311585000,19869014000,2388356000,2396041000,17472973000,6642962000,59544000,14560817000,Mediana empresa
891408135,C1313 - Acabado de productos textiles,24739334000,36764940000,7174437000,9582456000,27182484000,2427297000,186362000,39701708000,Mediana empresa
891411170,"C1392 - Confección de artículos con materiales textiles, excepto prendas de vestir",11604601000,19357481000,7203348000,12881574000,6475907000,5858612000,1161323000,24017699000,Mediana empresa
892400615,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,37762857000,1.26336E+11,22446689000,31737514000,94598087000,39411052000,4098484000,56433750000,Mediana empresa
900013663,G4774 - Comercio al por menor de otros productos nuevos en establecimientos especializados,39416283000,51209094000,25190779000,27793111000,23415983000,21699362000,0,72253398000,Mediana empresa
900068328,"C1410 - Confección de prendas de vestir, excepto prendas de piel",7891574000,23087632000,7868104000,17717878000,5369754000,128802000,1488120000,26189135000,Mediana empresa
900078003,C2229 - Fabricación de artículos de plástico n.c.p.,2.63652E+11,3.57873E+11,1.51456E+11,3.09586E+11,48286713000,30877163000,8923572000,3.2827E+11,Gran empresa
900127140,"C1410 - Confección de prendas de vestir, excepto prendas de piel",59070922000,70053908000,28522922000,44022922000,26030986000,27647144000,0,1.21793E+11,Gran empresa
900158685,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,2.05944E+11,5.1234E+11,1.30262E+11,4.10657E+11,1.01683E+11,1.36706E+11,37104853000,2.94374E+11,Mediana empresa
900183992,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,23520129000,51215299000,14239931000,27995146000,23220153000,20479039000,0,46666136000,Mediana empresa
900255884,G4759 - Comercio al por menor de otros artículos domésticos en establecimientos especializados,61091916000,62332953000,43623498000,43623498000,18709455000,35456215000,566624000,97071443000,Mediana empresa
900296271,G4774 - Comercio al por menor de otros productos nuevos en establecimientos especializados,71006525000,99892620000,59478452000,78203972000,21688648000,64104454000,9238228000,1.24723E+11,Mediana empresa
900297570,"C1410 - Confección de prendas de vestir, excepto prendas de piel",4513094000,5782119000,1552862000,2940359000,2841760000,2955101000,705868000,7203024000,Pequeña empresa
900302829,G4759 - Comercio al por menor de otros artículos domésticos en establecimientos especializados,14694782000,17285842000,14299206000,15280844000,2004998000,6582108000,939288000,14131621000,Pequeña empresa
900306527,C2229 - Fabricación de artículos de plástico n.c.p.,20007569000,23568977000,6710343000,6710343000,16858634000,14191754000,1667825000,39151531000,Mediana empresa
900310573,"C1410 - Confección de prendas de vestir, excepto prendas de piel",22629777000,41808581000,17765783000,25058936000,16749645000,13980833000,2863688000,34373931000,Mediana empresa
900339129,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,2042691000,2666300000,829270000,1769850000,896450000,1653754000,452082000,5947624000,Pequeña empresa
900358218,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,9686472000,26202227000,8812977000,22372905000,3829322000,8093742000,1787408000,17206882000,Mediana empresa
900368076,C2229 - Fabricación de artículos de plástico n.c.p.,25586385000,31911182000,7958721000,8292350000,23618832000,8888688000,1325011000,44401712000,Mediana empresa
900390537,"C1410 - Confección de prendas de vestir, excepto prendas de piel",85715255000,2.28638E+11,67784022000,1.55969E+11,72668877000,21141663000,10606335000,1.08994E+11,Gran empresa
900407148,G4774 - Comercio al por menor de otros productos nuevos en establecimientos especializados,37181189000,1.01874E+11,27337274000,55109360000,46764790000,72302207000,0,1.05425E+11,Mediana empresa
900411781,"C1410 - Confección de prendas de vestir, excepto prendas de piel",36401383000,87339059000,18632024000,47964420000,39374639000,33332755000,2416088000,65820232000,Mediana empresa
900414127,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,5862432000,12460791000,1900645000,8719887000,3740904000,3384890000,484886000,5972765000,Pequeña empresa
900444531,C2229 - Fabricación de artículos de plástico n.c.p.,1.15109E+11,1.51535E+11,81097772000,1.02504E+11,49030628000,21762307000,11888913000,1.44742E+11,Gran empresa
900476207,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,9625692000,16941662000,3792034000,9230785000,7710877000,12971430000,811211000,22798043000,Mediana empresa
900483014,C2229 - Fabricación de artículos de plástico n.c.p.,1.475E+11,2.18839E+11,73737192000,1.34337E+11,84502831000,25302099000,3070052000,2.5514E+11,Gran empresa
900517378,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,3.80432E+11,6.16635E+11,87573864000,4.24405E+11,1.9223E+11,1.48179E+11,0,4.84294E+11,Gran empresa
900638916,C2229 - Fabricación de artículos de plástico n.c.p.,22534978000,51894685000,11809165000,23000310000,28894375000,9791007000,1852487000,40027153000,Mediana empresa
900653488,C2229 - Fabricación de artículos de plástico n.c.p.,26773539000,86800226000,3052082000,33560951000,53239275000,1615896000,6631383000,28967098000,Mediana empresa
900676198,"C1410 - Confección de prendas de vestir, excepto prendas de piel",1695099000,7946285000,1693198000,5825220000,2121065000,262149000,277288000,6290121000,Pequeña empresa
900681625,C2229 - Fabricación de artículos de plástico n.c.p.,2.24075E+11,2.70796E+11,1.28962E+11,1.31778E+11,1.39018E+11,77330150000,41816045000,3.32472E+11,Gran empresa
900721416,C2229 - Fabricación de artículos de plástico n.c.p.,3729052000,5033416000,1396882000,1459947000,3573469000,1843636000,26377000,9714925000,Mediana empresa
900744408,"C1410 - Confección de prendas de vestir, excepto prendas de piel",1.55867E+11,2.58883E+11,15594814000,40003487000,2.1888E+11,71054062000,1840335000,1.0448E+11,Gran empresa
900748456,C1313 - Acabado de productos textiles,6510822000,21420546000,5311311000,8947655000,12472891000,5932955000,346394000,35149809000,Mediana empresa
900896300,C2229 - Fabricación de artículos de plástico n.c.p.,77310038000,1.51236E+11,76711473000,1.06379E+11,44857338000,26104210000,21263364000,1.71443E+11,Gran empresa
900911000,"C1410 - Confección de prendas de vestir, excepto prendas de piel",59200850000,63603711000,50865489000,57196811000,6406900000,50868119000,2734742000,85437196000,Gran empresa
900924527,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,2.96447E+11,4.21708E+11,77537751000,2.82471E+11,1.39236E+11,2.20182E+11,16652083000,6.01252E+11,Mediana empresa
900967391,C2229 - Fabricación de artículos de plástico n.c.p.,3082540000,10105043000,1922090000,2185376000,7919667000,2442409000,70946000,6593756000,Pequeña empresa
900967809,C2229 - Fabricación de artículos de plástico n.c.p.,63149975000,1.32868E+11,55405737000,75999789000,56868649000,26483246000,5238276000,1.14713E+11,Gran empresa
901031553,"C1410 - Confección de prendas de vestir, excepto prendas de piel",41289963000,48903571000,26255750000,35395638000,13507933000,43602305000,0,69606269000,Gran empresa
901066786,C2229 - Fabricación de artículos de plástico n.c.p.,69754748000,97433147000,69060545000,90021638000,7411509000,11800526000,13468534000,60419994000,Mediana empresa
901121179,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,5.50812E+11,1.12716E+12,2.76299E+11,9.12551E+11,2.14608E+11,2.22223E+11,2.19492E+11,7.12093E+11,Gran empresa
901263353,C2229 - Fabricación de artículos de plástico n.c.p.,20393673000,23484547000,12583019000,12583019000,10901528000,5919105000,15905000,44471803000,Mediana empresa
901383488,C2229 - Fabricación de artículos de plástico n.c.p.,95792077000,1.33142E+11,15869951000,23726029000,1.09416E+11,66802754000,0,1.20343E+11,Gran empresa
800027374,G4774 - Comercio al por menor de otros productos nuevos en establecimientos especializados,54063580000,1.04336E+11,30816353000,55365054000,48971204000,39145018000,4967442000,1.02448E+11,Mediana empresa
800033159,C2229 - Fabricación de artículos de plástico n.c.p.,1.36107E+11,1.94753E+11,94756848000,1.03213E+11,91540192000,22139025000,17222525000,2.29273E+11,Gran empresa
800042175,C2229 - Fabricación de artículos de plástico n.c.p.,1.48158E+11,2.15246E+11,1.12417E+11,1.55552E+11,59693789000,40623498000,21535480000,2.29347E+11,Gran empresa
800059608,"C1410 - Confección de prendas de vestir, excepto prendas de piel",44857760000,71738630000,14266681000,25073907000,46664723000,39252407000,1352532000,70379471000,Gran empresa
800106884,"C1410 - Confección de prendas de vestir, excepto prendas de piel",1.1168E+11,1.66615E+11,33678260000,1.42488E+11,24126971000,55453900000,2495256000,1.42817E+11,Gran empresa
800130149,"C1410 - Confección de prendas de vestir, excepto prendas de piel",1.08857E+11,1.37964E+11,1.02785E+11,1.08914E+11,29050058000,26835775000,5275285000,1.53474E+11,Gran empresa
800164767,G4759 - Comercio al por menor de otros artículos domésticos en establecimientos especializados,1.76001E+11,2.1252E+11,66384774000,79852835000,1.32667E+11,1.47316E+11,0,3.54639E+11,Mediana empresa
800184269,C2229 - Fabricación de artículos de plástico n.c.p.,74731259000,1.20808E+11,43318385000,57242306000,63565783000,19993418000,4254414000,1.39395E+11,Gran empresa
800186656,"C1392 - Confección de artículos con materiales textiles, excepto prendas de vestir",76275824000,78499739000,42322573000,42387407000,36112332000,29555706000,5864975000,1.19933E+11,Gran empresa
800190665,C2229 - Fabricación de artículos de plástico n.c.p.,55616515000,94951594000,45748604000,62979200000,31972394000,17050439000,2402320000,1.31563E+11,Gran empresa
811000831,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,34640995000,37683062000,25345078000,28201731000,9481331000,21229847000,14308868000,75428825000,Gran empresa
817001528,C2229 - Fabricación de artículos de plástico n.c.p.,35745465000,1.1068E+11,34009561000,53014666000,57665622000,21424677000,667414000,1.79129E+11,Gran empresa
830096590,G4759 - Comercio al por menor de otros artículos domésticos en establecimientos especializados,29986294000,44629261000,25308108000,32699391000,11929870000,60773333000,3710662000,86691952000,Mediana empresa
830507323,G4759 - Comercio al por menor de otros artículos domésticos en establecimientos especializados,6058497000,7296287000,1581418000,3590062000,3706225000,3066455000,69568000,9115790000,Pequeña empresa
860005050,C2229 - Fabricación de artículos de plástico n.c.p.,3.48711E+11,5.54454E+11,1.81771E+11,2.02337E+11,3.52117E+11,2.56589E+11,2837998000,8.77929E+11,Gran empresa
860006160,C2229 - Fabricación de artículos de plástico n.c.p.,2.13945E+11,3.32879E+11,1.71152E+11,1.97284E+11,1.35595E+11,62070015000,23759376000,3.96109E+11,Gran empresa
860013771,C2229 - Fabricación de artículos de plástico n.c.p.,7.35357E+11,1.66035E+12,5.04902E+11,1.05023E+12,6.1012E+11,3.77338E+11,69544412000,1.3038E+12,Gran empresa
860029415,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,40210802000,88585711000,32183125000,44626748000,43958963000,13095468000,901819000,42095562000,Mediana empresa
860402328,C2229 - Fabricación de artículos de plástico n.c.p.,56114820000,1.12504E+11,52618560000,80428557000,32075295000,25008451000,7477028000,1.01364E+11,Gran empresa
860502509,C2229 - Fabricación de artículos de plástico n.c.p.,1.29289E+11,5.36248E+11,1.11677E+11,2.94779E+11,2.41469E+11,1.00654E+11,22865667000,4.43659E+11,Gran empresa
860513290,C2229 - Fabricación de artículos de plástico n.c.p.,87716972000,2.41575E+11,49598507000,94192129000,1.47383E+11,78387426000,5460732000,2.04136E+11,Gran empresa
860530547,C2229 - Fabricación de artículos de plástico n.c.p.,2.72386E+11,4.58097E+11,1.92956E+11,4.42013E+11,16083176000,1.11221E+11,73918747000,4.54701E+11,Gran empresa
860533798,C2229 - Fabricación de artículos de plástico n.c.p.,5441840000,8363218000,4980958000,6606169000,1757049000,2357117000,884550000,15234030000,Mediana empresa
890300213,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,90719437000,1.72648E+11,41860385000,1.3924E+11,33408202000,45957465000,15976557000,2.53553E+11,Gran empresa
890300918,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,25793960000,64726090000,12219496000,28358762000,36367328000,16221165000,6443552000,35487153000,Mediana empresa
