LI,NE,RCI,RP,RA,CT,%K
2.259552551,0.539076514,12.69478789,0.396377419,0.182699662,4433397000,4.953516201
1.532007246,0.625967955,10,0.605500694,0.226476663,1080420000,1.207173184
2.369907675,0.387152645,9.712591988,0.636679803,0.390187533,7511986000,8.393280447
9.433420437,0.094487981,3.427629396,0.218680877,0.198018162,5528436000,6.177023464
1.039882556,0.878674357,10,1.732663262,0.210216484,341789000,0.381887151
4.726731589,0.074079289,82.23878205,0.337201749,0.312222083,952888000,1.06467933
6.977141357,0.218155119,28.41046294,0.481540575,0.376490033,1365986000,1.526241341
2.932466844,0.338522152,6.537705685,0.245317738,0.16227225,22735971000,25.40331955
4.038570298,0.241251273,15.75423703,0.175776238,0.133369997,2807800000,3.137206704
2.773038772,0.399598558,33.43804172,0.648221011,0.38919283,3761867000,4.203203352
40.13608368,0.614630548,3.445098466,0.345115212,0.13299686,4949971000,5.530693855
3.235438889,0.309077079,10,0.861497382,0.595228288,875608000,0.978332961
2.508414616,0.232663442,25.59872948,1.130494534,0.867469785,1030573000,1.151478212
3.22750881,0.192036744,10,0.884051838,0.714281401,1912793000,2.137198883
2.681306719,0.275019673,19.49675742,0.581552275,0.421613958,32001407000,35.75576201
1.094981094,0.715006805,6.083518415,1.807281349,0.515062886,345112000,0.3856
9.487527731,0.54827128,86.85943396,0.295847037,0.133642603,156858000,0.175260335
2.003172764,0.504692844,5.718830694,0.632729495,0.313395447,10354032000,11.56875084
2.606789763,0.640086241,2.863627118,0.587719625,0.21152838,5014921000,5.603263687
1.079045879,0.940803601,7.341444923,7.016140606,0.415330256,28457598000,31.79619888
1.755500832,0.642591043,6.456900406,0.930568826,0.332593634,1903986000,2.127358659
7.934807848,0.109925348,31.3869248,0.243404171,0.216647882,4748575000,5.305670391
7.722394585,0.120456498,10,0.825588552,0.726141046,608854000,0.680283799
2.834962799,0.363148455,9.600480861,0.113754015,0.07244442,1382116000,1.544263687
6.203622546,0.492029927,8.455173062,0.851123103,0.432345065,4912100000,5.488379888
1.620441216,0.584722116,24.94751437,2.582877685,1.072611979,6536105000,7.302910615
6.682211705,0.263588841,10,0.484884771,0.357074556,2186248000,2.442735196
3.290401962,0.326848148,30.02576622,1.758412473,1.183678613,3570345000,3.989212291
8.2139498,0.264039451,4.982897336,0.14832947,0.109164638,27026998000,30.19776313
2.36343695,0.413264883,10,4.267287667,2.503767527,9199799000,10.27910503
7.527598983,0.251750715,12.65559419,0.323568576,0.242109956,3379103000,3.775534078
1.665779546,0.482295898,12.08491965,0.419249929,0.217047408,4345115000,4.854877095
1.693817671,0.578920522,14.01139624,1.892278485,0.796799636,1038797000,1.160667039
2.31105346,0.382739472,10,1.047720342,0.646716412,2500019000,2.793317318
1.952709973,0.347335238,10,1.262093398,0.823723887,2869813000,3.206494972
2.534148025,0.480495485,8.495976788,0.951826445,0.494478136,16666955000,18.62229609
4.348406436,0.409356429,18.71455669,0.876044939,0.517430311,735002000,0.821231285
2.556121941,0.574931699,9.625975494,1.086851798,0.461986247,7118360000,7.95347486
2.068466249,0.562608708,23.35701147,3.551707419,1.553485897,248100000,0.277206704
2.257716016,0.326786356,390.0478807,0.980884516,0.660344839,2165016000,2.419012291
1.791367188,0.731115643,14.57083383,2.05289414,0.55199112,15322461000,17.12006816
2.684056094,0.330223375,10,0.521308347,0.349160145,2228599000,2.490054749
2.636028635,0.455335174,44.96691009,1.106134891,0.602472768,3143737000,3.512555307
1.021301564,0.822558172,25.01167673,14.24867895,2.528311641,1139517000,1.273203352
1.247212142,0.786926182,125.2353757,2.938950474,0.626213397,3109441000,3.474235754
2.610974166,0.217035329,20.79647795,0.196696976,0.154006783,2950061000,3.296157542
1.98473617,0.407678457,10,0.495575368,0.293539967,1204354000,1.345646927
1.165708818,0.6335155,11.89025185,0.743728509,0.272564971,1623961000,1.814481564
4.087325038,0.217768176,10,0.850213181,0.665063807,2025949000,2.263630168
1.998580741,0.61718986,22.60554887,0.492278226,0.188449097,4027367000,4.499851397
2.19326014,0.647111079,10.26020397,2.038806939,0.719472381,3962910000,4.427832402
1.353693254,0.862020794,4.260803553,0.924810865,0.127604668,12895638000,14.40853408
3.146170142,0.310285878,1519.420315,0.425176231,0.293250051,7198847000,8.043404469
4.135732267,0.234734406,42.02236842,0.139908573,0.107067217,847024000,0.946395531
2.976242693,0.24956041,10,0.924788611,0.693997987,3079994000,3.441334078
2.081223258,0.339086059,11.85041076,0.523246645,0.345821002,1003213000,1.12090838
2.984224017,0.395347157,47.06579295,1.07464239,0.649785576,615417000,0.68761676
1.801583674,0.595871763,10,0.875428534,0.35378539,5609408000,6.267494972
2.070779718,0.408406888,10,0.767505983,0.454051253,1713209000,1.9142
1.677428896,0.513907593,3.888932004,0.373116898,0.181369291,1981174000,2.213602235
1.231868223,0.561962808,3.681564977,0.334989603,0.146737905,587830000,0.656793296
8.520538529,0.301745285,3.650708041,0.456291875,0.318607953,11564663000,12.92141117
1.615720517,0.475307939,10,0.445858813,0.23393858,28117998000,31.41675754
1.361278696,0.360530815,51.18679636,0.547534418,0.350131388,1610437000,1.79937095
2.820373634,0.674887365,10.21032737,1.578191818,0.5130901,3987310000,4.455094972
2.74268128,0.364606711,10,1.516839249,0.96378948,1086628000,1.214109497
3.195348586,0.308357998,30.00042146,0.583539612,0.403600505,11939254000,13.3399486
2.007893522,0.559259339,10,0.850240066,0.374735369,3121033000,3.487187709
2.973605411,0.702212755,8.504457181,0.477466166,0.142183334,931972000,1.041309497
2.952775187,0.034001388,27.83442982,0.10418676,0.100644266,33494000,0.037423464
7.273735581,0.089103855,53.22679088,0.255909495,0.233106972,395948000,0.4424
3.224152554,0.343107052,7.471016438,0.314331329,0.206482034,2923931000,3.266962011
2.031118987,0.238827362,10,0.353698667,0.269225747,957229000,1.069529609
1.52710811,0.499278792,14.77041463,1.237703046,0.619744164,4188760000,4.680178771
1.756864483,0.537146239,12.77034715,0.441372761,0.204291043,4556331000,5.090872626
1.091896243,0.683155167,4.144022823,0.673968111,0.213543313,4970698000,5.553852514
1.971648714,0.665901525,6.226989493,0.914816287,0.305638727,7253517000,8.104488268
4.246671343,0.182388873,187.753679,0.369047456,0.301737306,71988145000,80.43368156
1.356673344,0.743360718,13.08275512,1.363006509,0.349801012,259426000,0.289861453
2.852942242,0.203391618,12.90036869,0.500495333,0.398698777,1125718000,1.257785475
6.621952268,0.123291788,220.8546917,0.47481744,0.416276349,1700292000,1.899767598
1.516622673,0.569083816,6.139274008,0.984260545,0.424133798,1016172000,1.135387709
1.470683563,0.582439367,10.72607775,0.607459873,0.253651329,4446116000,4.967727374
1.27417838,0.742238389,5.835292956,1.793418311,0.462274393,2345675000,2.620865922
2.388926603,0.650216847,9.696883953,0.921392665,0.322287631,6285204000,7.022574302
1.201430915,0.20682862,10,0.632055055,0.501327981,29224000,0.032652514
3.206993518,0.204306255,16.97757309,0.29507678,0.234790748,2254861000,2.519397765
1.151223119,0.362331573,10,0.518176991,0.330425107,605044000,0.676026816
3.293976159,0.267508502,9.881360168,0.846751375,0.620238183,29972597000,33.4889352
1.264883147,0.747135422,15.32557265,2.714488609,0.686398018,81003569000,90.50678101
1.579478623,0.335277123,36.94412727,0.290874706,0.193351071,2107489000,2.354736313
1.50045659,0.51735294,1.369967343,0.556685355,0.26868255,4537201000,5.069498324
2.166928165,0.378348369,29.71642471,1.348217122,0.838121373,2749627000,3.072208939
2.194856833,0.569990143,20.72732419,1.223442971,0.526092538,2553096000,2.852621229
3.496643513,0.230050721,10.38781313,0.180990789,0.139353727,11787790000,13.17071508
12.69582728,0.277904587,386.8745387,0.297899364,0.215111764,1681474000,1.878741899
2.397498712,0.616729508,10.88690265,1.143657724,0.438330258,7412874000,8.282540782
1.078129184,0.632723765,5.667489046,1.537795022,0.564795566,91616000,0.102364246
3.968843139,0.406688597,6.690622554,0.511948678,0.303744988,2818970000,3.149687151
4.061085712,0.751152142,10,0.550423136,0.136971618,451954000,0.504976536
1.230471568,0.654483735,10,0.971439608,0.335648185,3897327000,4.354555307
1.958311333,0.688147281,10,1.638185324,0.510872548,5041973000,5.633489385
1.160645273,0.575454027,4.32395124,1.178206969,0.500203024,919388000,1.027249162
5.678886704,0.583778606,10,0.790379645,0.328972918,3502390000,3.913284916
1.034225094,0.92274625,18.57292471,10.32235077,0.797440301,65072000,0.072706145
2.307895768,0.468675413,4.768333953,0.381579197,0.202742409,13545798000,15.13496983
2.647269817,0.702344286,9.099011182,3.059315281,0.910622675,10592986000,11.83573855
2.531493149,0.266044765,15.42962156,0.276732903,0.203109563,4533987000,5.065907263
2.959115352,0.601876505,26.26676165,1.312639345,0.522592564,3423462000,3.825097207
1.856197671,0.986846415,10,9.124043105,0.120013881,1347906000,1.506040223
3.249200175,0.553722669,6.674092724,0.410343531,0.183127016,14093612000,15.74705251
1.127223487,0.57960826,18.28138733,1.433239819,0.602522182,2193838000,2.451215642
1.005219492,0.95360313,10,15.94029914,0.739579993,78375000,0.087569832
1.003396273,0.786790113,12.87150294,4.163099751,0.887614027,1392000,0.001555307
1.677580367,0.486469047,2.903940637,0.3170394,0.162809545,6768105000,7.562128492
15.43621876,0.697576982,10,1.061834447,0.321123178,1170402000,1.307711732
2.42994266,0.791848562,8.777155576,2.368368673,0.492979345,6722292000,7.510940782
1.598600519,0.559419371,2.153404673,0.433380654,0.190939121,1422118000,1.588958659
15.56359701,0.519368543,13.45387922,0.178605066,0.085843213,13478143000,15.05937765
2.177882979,0.436542259,10,0.982416064,0.553549936,16256751000,18.1639676
1.61105311,0.449032004,10,1.476568048,0.813541739,1347333000,1.5054
1.668461941,0.640143363,21.15510571,2.700688592,0.971860713,2001728000,2.236567598
1.212534815,0.166338468,10,0.1999381,0.166680703,191001000,0.213408939
1.349114962,0.453870082,22.02928863,0.838912183,0.458155042,642640000,0.71803352
5.992856601,0.201557516,4574.104167,0.204922654,0.163618953,657709000,0.734870391
