NIT,ciiu,TOTAL ACTIVO CORRIENTE,TOTAL ACTIVO,TOTAL PASIVO CORRIENTE,TOTAL PASIVO,TOTAL PATRIMONIO,UTILIDAD,INTERESES,Ingresos,Tamaño Empresarial
830130469,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",53789480000,61061813000,19641456000,34013355000,27048458000,21995150000,7311692000,84147511000,Mediana empresa
830134246,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",36577201000,37603102000,18803095000,22256998000,15346104000,7235971000,1504122000,65387575000,Mediana empresa
830134871,G4520 - Mantenimiento y reparación de vehículos automotores,927779000,4208644000,148201000,3535947000,672697000,158404000,9151000,877602000,Microempresa
830134936,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",1148500000,1165044000,566217000,566217000,598827000,437707000,41011000,2152121000,Pequeña empresa
830139791,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",20075115000,21061740000,10176004000,11078995000,9982745000,11442524000,889337000,44173258000,Mediana empresa
830142168,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",15689602000,15924516000,6122027000,8314087000,7610429000,8006311000,973517000,21532964000,Mediana empresa
830142604,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",4617680000,5389302000,2904809000,2904809000,2484493000,1506160000,0,5836238000,Pequeña empresa
830144337,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",3090000000,5173000000,1393000000,2640000000,2533000000,1094000000,139000000,2660000000,Pequeña empresa
830146824,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",5253230000,6200785000,2776562000,2996002000,3204783000,2004436000,667067000,5477653000,Pequeña empresa
830503444,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",3514407000,4052445000,328772000,2248960000,1803485000,2160410000,113011000,4009976000,Pequeña empresa
830505473,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",3036823000,4009319000,1598508000,3446306000,563013000,806686000,280219000,3789485000,Pequeña empresa
830511329,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",23511385000,25506919000,10435882000,10496513000,15010406000,11412659000,1708999000,25098093000,Mediana empresa
830512609,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",7315247000,7319132000,386520000,386520000,6932612000,537168000,0,1539056000,Microempresa
830512688,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",4308322000,7277374000,966852000,3132403000,4144971000,3465250000,218583000,7775154000,Pequeña empresa
830512719,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",2446336000,2775606000,576268000,633043000,2142563000,1349184000,0,5526167000,Pequeña empresa
830514882,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",8603949000,10868157000,5875562000,5875562000,4992595000,2847406000,175696000,5355372000,Pequeña empresa
832000123,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",405320000,3422482000,3180191000,3180191000,242291000,142234000,35832000,184117000,Microempresa
832004742,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",1566444000,2280738000,818475000,992865000,1287873000,557317000,48634000,4389185000,Pequeña empresa
832005759,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",1219336000,2269025000,1347760000,1459156000,809869000,681618000,159671000,3852684000,Pequeña empresa
832008555,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",29891415000,31274647000,16382802000,17210893000,14063754000,11806761000,1348460000,24944967000,Mediana empresa
832009759,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",3606490000,4976407000,4533513000,4533513000,442894000,513747000,0,4825160000,Pequeña empresa
832009879,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",2914737000,4805640000,2044809000,3981127000,824513000,2248825000,159843000,7061419000,Pequeña empresa
860003025,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",1416254000,1488741000,399845000,409595000,1079146000,893124000,0,3330018000,Pequeña empresa
860010983,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",1173545000,6105509000,3390911000,3799522000,2305987000,482162000,0,1929924000,Pequeña empresa
860015737,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",5932913000,5957341000,1786776000,1786776000,4170565000,3198806000,522069000,9125173000,Pequeña empresa
860016511,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",9697296000,10336606000,7929326000,7974014000,2362592000,3562999000,1864483000,12660822000,Pequeña empresa
860016602,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",4403412000,6306947000,1772330000,1798814000,4508133000,718472000,0,2264922000,Pequeña empresa
860028938,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",1665958000,14863279000,400932000,817135000,14046144000,16285000,1768000,16285000,Microempresa
860030278,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",8089301000,8275088000,2042581000,2042581000,6232507000,1997351000,0,4792858000,Pequeña empresa
860037457,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",9741584000,13873539000,1005062000,1244279000,12629260000,930171000,18005000,4189171000,Pequeña empresa
860042593,G4520 - Mantenimiento y reparación de vehículos automotores,3065654000,3311717000,2007411000,2007411000,1304306000,2036376000,64917000,9637656000,Mediana empresa
860045274,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",1524668000,1526133000,428287000,428287000,1097846000,373854000,20726000,1528560000,Microempresa
860049841,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",5022113000,7245520000,1477482000,1477482000,5768038000,2667990000,0,7290814000,Pequeña empresa
860051112,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",8505240000,10230804000,4352358000,5250292000,4980512000,3242919000,413121000,11668131000,Pequeña empresa
860056364,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",4131938000,6075805000,931567000,3630512000,2445293000,1251889000,0,6655105000,Pequeña empresa
860056898,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",5714206000,7687993000,3091372000,3091372000,4596621000,2131640000,0,9807725000,Pequeña empresa
860058086,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",11431610000,11500581000,6190231000,6190231000,5310350000,5325492000,150052000,16407392000,Mediana empresa
860058965,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",614580000,835526000,467422000,467422000,368104000,332656000,0,356669000,Microempresa
860071580,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",2001802000,2433990000,796422000,875338000,1558652000,1611495000,0,4525144000,Pequeña empresa
860076279,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",87504017000,90894218000,39879339000,39924734000,50969484000,53482745000,7977865000,1.13151E+11,Mediana empresa
860079143,G4520 - Mantenimiento y reparación de vehículos automotores,1364528000,2603700000,1362464000,1362464000,1241236000,2547590000,37896000,6091648000,Pequeña empresa
860352551,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",1565824000,4325054000,505317000,1051547000,3273507000,1524170000,36782000,4860437000,Pequeña empresa
860402526,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",11205572000,12765417000,5834311000,5897764000,6867653000,8169230000,0,24653930000,Mediana empresa
860403114,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",6541281000,8387096000,1984475000,2247291000,6139805000,1277670000,201485000,5428210000,Pequeña empresa
860403248,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",8058928000,8896043000,4187883000,4187883000,4708160000,4654158000,0,20295881000,Mediana empresa
860403249,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",10595790000,10744212000,2713963000,3930978000,6813234000,7420418000,123655000,19687802000,Mediana empresa
860404616,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",2043544000,4637962000,1372363000,1377494000,3260468000,761857000,50218000,5782367000,Pequeña empresa
860504522,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",4432802000,4438295000,1045481000,1562783000,2875512000,1985398000,118059000,6977247000,Pequeña empresa
860507000,G4520 - Mantenimiento y reparación de vehículos automotores,461985000,1159857000,136852000,173573000,986284000,285878000,0,759902000,Microempresa
860507541,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",3019823000,3454065000,663444000,663444000,2790621000,1839961000,35871000,4837721000,Pequeña empresa
860508826,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",19286576000,34018467000,7460082000,7981492000,26036975000,11158839000,140945000,33842937000,Mediana empresa
860511055,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",13135624000,13276615000,9605066000,9708064000,3568551000,8106140000,925857000,19201509000,Mediana empresa
860511613,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",3598767000,3960986000,1250545000,1250545000,2710441000,1189986000,0,2652272000,Pequeña empresa
860511704,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",9509602000,11160559000,3171173000,3171173000,7989386000,7468522000,0,25822750000,Mediana empresa
860512577,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",19363010000,20759339000,9272251000,9272251000,11487088000,13800639000,0,28948348000,Mediana empresa
860515236,G4520 - Mantenimiento y reparación de vehículos automotores,1560343000,1752242000,424078000,484845000,1267397000,1128300000,44307000,2756688000,Pequeña empresa
860518227,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",3094871000,4072962000,450769000,917488000,3155474000,1411709000,89515000,3180222000,Pequeña empresa
860519081,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",1341424000,3005075000,1311486000,1311486000,1693589000,1559310000,92637000,3662671000,Pequeña empresa
860521925,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",710306000,797724000,484433000,484433000,313291000,103231000,1459000,492180000,Microempresa
860522445,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",127722000,557503000,376965000,376965000,180538000,83904000,0,379605000,Microempresa
860532266,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",1467145000,1769119000,474213000,474213000,1294906000,133362000,0,151628000,Microempresa
860532352,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",7647141000,7830247000,3441918000,3811551000,4018696000,4902034000,760084000,14042680000,Pequeña empresa
860532598,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",4466091000,4798820000,2796820000,3171148000,1627672000,2401361000,305469000,8443316000,Pequeña empresa
860533529,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",41546737000,44405951000,17413420000,17604060000,26801891000,15543734000,1966275000,54603148000,Mediana empresa
890001862,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",4337392000,8939631000,583878000,1979528000,6960103000,3515671000,0,12774402000,Pequeña empresa
890100988,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",3153672000,4046853000,103539000,103539000,3943314000,435687000,0,751184000,Microempresa
890101298,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",2135698000,8281798000,1001641000,1660313000,6621485000,1073298000,33729000,6630258000,Pequeña empresa
890103075,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",64147201000,85719207000,46879216000,59595094000,26124113000,25637015000,0,75239692000,Mediana empresa
890106966,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",208650000,2179940000,839543000,1017078000,1162862000,310667000,90519000,817739000,Microempresa
890108951,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",2778807000,3287799000,1644340000,1644340000,1643459000,1103371000,126209000,4442299000,Pequeña empresa
890113084,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",7547671000,10187053000,3491715000,3764520000,6422533000,2166431000,432009000,9553989000,Pequeña empresa
890117583,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",5459245000,7229960000,2049490000,3865189000,3364771000,2654162000,289999000,9571527000,Pequeña empresa
890203904,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",3449476000,3669236000,2083874000,2754605000,914631000,1930374000,33169000,8604542000,Pequeña empresa
890205145,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",12331659000,21022490000,6573434000,8458687000,12563803000,5423709000,571793000,21232143000,Mediana empresa
890302872,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",3798087000,3815828000,1439855000,1439855000,2375973000,812541000,0,1186664000,Microempresa
890304055,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",13958402000,17970595000,3212863000,7390373000,10580222000,8744341000,243267000,26365288000,Mediana empresa
890304891,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",8412627000,14949874000,5720025000,10058956000,4890918000,2975914000,0,13613777000,Pequeña empresa
890319535,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",9448992000,10471147000,3087666000,3228678000,7242469000,5398601000,799502000,16052745000,Pequeña empresa
890319976,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",1276800000,1313235000,286614000,286614000,1026621000,883560000,64587000,3921987000,Pequeña empresa
890325166,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",1638814000,1811709000,848406000,849447000,962262000,1050447000,0,4257447000,Pequeña empresa
890329366,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",14798637000,27374663000,12661366000,14885956000,12488707000,9218366000,2457666000,17904306000,Mediana empresa
890332891,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",19566336000,28451862000,8325350000,14261871000,14189991000,11809548000,1178019000,33007434000,Mediana empresa
890403648,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",3361718000,7786248000,1698902000,2655223000,5131025000,1692904000,0,7631980000,Pequeña empresa
890504097,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",2121793000,2129196000,567373000,567373000,1561823000,340777000,0,1261635000,Microempresa
890505040,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",5537926000,5710501000,1762017000,1762017000,3948484000,2192486000,185315000,13340995000,Pequeña empresa
890506148,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",2291622000,2304982000,514160000,514160000,1790822000,666631000,28612000,3300151000,Pequeña empresa
890700877,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",6113441000,6249258000,3033772000,3051586000,3197672000,3210602000,0,8965971000,Pequeña empresa
890706413,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",1186360000,4275279000,1040498000,1040498000,3234781000,1342668000,0,3265713000,Pequeña empresa
890803433,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",213596000,1517775000,48929000,359191000,1158584000,8830000,0,145859000,Microempresa
890911179,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",4636586000,4830883000,2172804000,2174500000,2656383000,2330192000,274671000,7318774000,Pequeña empresa
890912734,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",1268189000,4804054000,2075871000,2552678000,2251376000,1880920000,204133000,8124822000,Pequeña empresa
890913641,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",4896956000,5342827000,1500885000,1500885000,3841942000,2862703000,79878000,14817986000,Pequeña empresa
890915686,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",13382882000,20279753000,6600420000,10853498000,9426255000,6719291000,312932000,31036956000,Mediana empresa
890917647,G4520 - Mantenimiento y reparación de vehículos automotores,1878267000,4665867000,1395825000,3623507000,1042360000,1461703000,380293000,6063229000,Pequeña empresa
890919033,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",3280190000,3364219000,656588000,2197384000,1166835000,2614838000,398587000,6704713000,Pequeña empresa
890920782,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",23014611000,34861227000,7416546000,9778048000,25083179000,17999679000,1196880000,53572005000,Mediana empresa
890922056,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",434255000,8768321000,184413000,4067696000,4700625000,0,152952000,0,Microempresa
890927011,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",2053137000,2206519000,907507000,907507000,1299012000,987612000,0,3152149000,Pequeña empresa
890936626,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",2071794000,2082820000,1129310000,1562676000,520144000,720870000,283191000,3223044000,Pequeña empresa
890937078,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",2090760000,2731260000,2645595000,2645595000,85665000,726137000,0,2779144000,Pequeña empresa
890937195,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",7349833000,9885161000,2106233000,5274144000,4611017000,3146216000,377663000,8505172000,Pequeña empresa
890939998,G4520 - Mantenimiento y reparación de vehículos automotores,6858087000,22574687000,4967406000,15149241000,7425446000,4916970000,542338000,19094303000,Mediana empresa
890942047,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",23704733000,30332863000,14028712000,18682394000,11650469000,17031731000,1073421000,60167131000,Mediana empresa
890942325,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",5269918000,7045217000,4168266000,6626100000,419117000,3338641000,1041417000,10299640000,Pequeña empresa
890942699,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",3155245000,5220804000,3285067000,3563857000,1656947000,1720292000,175702000,8525826000,Pequeña empresa
891001144,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",1958959000,2954234000,1200113000,1200113000,1754121000,1024362000,0,4063908000,Pequeña empresa
891201317,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",11517157000,15323252000,5757642000,11220872000,4102380000,5819910000,0,41251147000,Mediana empresa
891407964,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",2001863000,4167327000,393594000,551503000,3615824000,2387035000,418494000,10937674000,Pequeña empresa
891407965,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",1384123000,5683193000,212827000,464494000,5218699000,1774703000,267645000,6793208000,Pequeña empresa
891408316,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",1662255000,6200104000,298171000,609893000,5590211000,2336035000,366894000,9671555000,Pequeña empresa
891410633,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",2635600000,3212804000,273336000,1260333000,1952471000,1495734000,0,3225392000,Pequeña empresa
891410635,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",2045008000,2635205000,677078000,704455000,1930750000,1837838000,58991000,5115172000,Pequeña empresa
891800088,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",2915613000,3000421000,588950000,1792120000,1208301000,593100000,44594000,2532881000,Pequeña empresa
891802123,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",2703766000,2915889000,523351000,660703000,2255186000,535719000,14976000,2973457000,Pequeña empresa
891855859,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",9029529000,11981664000,4365528000,4670653000,7311011000,4974159000,0,25090890000,Mediana empresa
891902706,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",2209742000,2387510000,1222548000,1607798000,779712000,906909000,46503000,6750183000,Pequeña empresa
892002803,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",2451600000,3245890000,448817000,1965600000,1280290000,1269220000,426588000,4574366000,Pequeña empresa
892301643,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",1901496000,7193659000,504687000,903280000,6290379000,1318144000,1703000,4556892000,Pequeña empresa
900011355,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",17415284000,41638721000,23004418000,29169730000,12468991000,26874756000,1013809000,59379250000,Mediana empresa
900013269,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",1828516000,1933681000,966912000,1081431000,852250000,1762176000,16289000,9563958000,Pequeña empresa
900016421,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",1151187000,1808505000,283983000,1098958000,709547000,718540000,19199000,1988950000,Pequeña empresa
900018756,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",18919552000,21983879000,12103976000,14696654000,7287225000,11796209000,1238119000,43028902000,Mediana empresa
900022054,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",8528967000,8629589000,4119790000,4129832000,4499757000,3816251000,0,18604117000,Mediana empresa
900031764,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",5507323000,5587701000,757407000,3125483000,2462218000,1702222000,138651000,8496114000,Pequeña empresa
900036371,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",9121718000,12145593000,6463924000,6463924000,5681669000,5283230000,0,13083266000,Pequeña empresa
900046111,G4520 - Mantenimiento y reparación de vehículos automotores,3093337000,3347020000,1092259000,1092259000,2254761000,2752586000,77493000,5667677000,Pequeña empresa
900046280,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",1319356000,1710673000,720213000,720213000,990460000,604107000,0,2987991000,Pequeña empresa
900054670,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",14866738000,22866327000,13933097000,19176918000,3689409000,5715257000,4582128000,26984156000,Mediana empresa
900058954,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",16070714000,16480603000,5556671000,7801489000,8679114000,9130346000,484544000,30022849000,Mediana empresa
900064821,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",1462732000,1963688000,1358987000,1369801000,593887000,2664599000,155677000,5237498000,Pequeña empresa
900073391,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",18333790000,23770841000,15108372000,18127733000,5643108000,11436644000,794458000,35808785000,Mediana empresa
900076919,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",2417036000,2418792000,2070435000,2070435000,348357000,1637067000,0,3065370000,Pequeña empresa
900078484,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",6309920000,9791351000,4461635000,9443440000,347911000,2763285000,666334000,10551078000,Pequeña empresa
900080037,G4520 - Mantenimiento y reparación de vehículos automotores,1735753000,6251600000,506127000,2489864000,3761736000,2902859000,62312000,7420995000,Mediana empresa
900082714,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",9939409000,12094296000,9896739000,10098652000,1995644000,825911000,0,1785926000,Pequeña empresa
900110012,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",33142905000,39361214000,24802080000,28869991000,10491223000,14219710000,0,67694295000,Mediana empresa
900111451,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",1173555000,1612539000,429702000,762799000,849740000,632607000,0,1369975000,Microempresa
900117492,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",2894808000,3306914000,2331545000,2506264000,800650000,1070011000,0,7431940000,Pequeña empresa
900118242,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",38901813000,39321911000,1880614000,35545840000,3776071000,1505483000,253348000,3305628000,Pequeña empresa
900124999,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",5770918000,5971767000,2742811000,3728265000,2243502000,2413805000,707091000,5845036000,Pequeña empresa
900126719,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",40818716000,42464454000,29593402000,29647769000,12816685000,10485338000,3527283000,42649341000,Mediana empresa
900129011,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",3486081000,4046451000,1953029000,2012183000,2034268000,1215502000,0,4184723000,Pequeña empresa
900136163,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",7501319000,7629670000,758743000,972971000,6656699000,1763725000,0,7357445000,Pequeña empresa
900136563,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",250991000,1005357000,15831000,660438000,344919000,406496000,12387000,889025000,Microempresa
900137882,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",5789645000,5821678000,261562000,4517196000,1304482000,1648949000,390981000,3009226000,Pequeña empresa
900137929,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",1776530000,2061288000,976774000,976774000,1084514000,291716000,0,3352387000,Pequeña empresa
900147733,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",2270379000,2741707000,1232177000,2013781000,727926000,1940925000,149003000,5852644000,Pequeña empresa
900171504,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",1529897000,1918346000,844875000,844875000,1073471000,894112000,72373000,4418888000,Pequeña empresa
900176171,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",7897267000,8913141000,3842449000,4415886000,4497255000,6304907000,75084000,13223455000,Pequeña empresa
900188460,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",3838328000,5298836000,2806228000,3522247000,1776589000,1832878000,252472000,7832730000,Pequeña empresa
900192829,G4520 - Mantenimiento y reparación de vehículos automotores,4261592000,9618958000,2434431000,4711322000,4907636000,6986015000,0,11369267000,Mediana empresa
900199426,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",5543742000,5791921000,2728233000,2728233000,3063688000,2030630000,586528000,6367922000,Pequeña empresa
900202606,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",14930844000,15657365000,7860898000,7860898000,7796467000,4674159000,104533000,25859759000,Mediana empresa
