IL,NE,RCI, RP ,RA, CT ,%k
3.559921268,0.280635436,18.03792338, 0.3405341 ,0.244968165," 1,096,381,000.00 ",3.654603333
3.399102663,0.203916627,10, 0.4625472 ,0.368226159," 3,544,631,000.00 ",11.81543667
1.954168292,0.513184692,7.849804295, 0.6511216 ,0.316975968," 4,152,882,000.00 ",13.84294
4.435470557,0.597535964,10, 0.5119587 ,0.20604496," 3,200,371,000.00 ",10.66790333
1.848436875,0.402103904,10, 0.4637406 ,0.277268723," 2,622,834,000.00 ",8.74278
1.846717837,0.538253763,35.49097646, 1.0028514 ,0.463062866," 5,241,379,000.00 ",17.47126333
1.314828998,0.559434416,10, 0.9037011 ,0.398139615," 147,158,000.00 ",0.490526667
2.513494102,0.359630894,10, 1.0339030 ,0.662079548," 1,205,380,000.00 ",4.017933333
2.194219343,0.439243935,6.703891956, 1.0493091 ,0.588406459," 47,624,678,000.00 ",158.7489267
1.001514902,0.523279948,67.22582858, 2.0524622 ,0.978449898," 2,064,000.00 ",0.00688
3.098696462,0.243129219,41.4379316, 0.4656077 ,0.352404849," 1,060,507,000.00 ",3.535023333
1.920633302,0.462011073,10, 1.1895228 ,0.639950109," 5,371,261,000.00 ",17.90420333
3.296227466,0.267946259,6.341266099, 0.2080962 ,0.152337591," 4,556,806,000.00 ",15.18935333
1.924344114,0.470757954,10, 0.9885301 ,0.523171707," 3,871,045,000.00 ",12.90348333
3.904176291,0.365869363,60.00904128, 1.0891183 ,0.690643297," 7,881,827,000.00 ",26.27275667
1.489069583,0.297004158,15.17099446, 0.2336649 ,0.164265468," 671,181,000.00 ",2.23727
4.239964189,0.352113368,16.81699828, 0.6904503 ,0.447333492," 3,387,321,000.00 ",11.29107
3.375800134,0.149650345,10, 0.2898536 ,0.246476936," 325,133,000.00 ",1.083776667
4.5517376,0.192076293,51.29383067, 0.6593375 ,0.532694376," 2,356,379,000.00 ",7.854596667
2.585303486,0.23462233,79.17158466, 0.4285766 ,0.328022982," 11,826,494,000.00 ",39.42164667
1.367572487,0.731215298,8.755282943, 2.2715494 ,0.610557736," 3,530,558,000.00 ",11.76852667
2.877758897,0.315715582,10, 0.4390378 ,0.300426712," 2,348,222,000.00 ",7.827406667
2.99876481,0.284141054,10, 0.9348055 ,0.669188882," 6,338,429,000.00 ",21.12809667
2.088275005,0.446654443,10, 1.2014045 ,0.664791832," 10,090,759,000.00 ",33.63586333
3.679377379,0.276699794,25.46550207, 0.8902499 ,0.643917906," 1,136,265,000.00 ",3.78755
6.865758293,0.225263089,15.77064179, 0.4473841 ,0.346605001," 2,644,102,000.00 ",8.813673333
1.022827541,0.436423717,16.83247514, 0.9207133 ,0.518892207," 29,938,000.00 ",0.099793333
1.46626262,0.60726893,70.75462646, 0.3295052 ,0.129406913," 225,873,000.00 ",0.75291
0.338816601,0.676166765,10, 0.4647443 ,0.150499639," (249,243,000.00)",-0.83081
3.093852341,0.268050369,10, 0.1029897 ,0.075383284," 992,932,000.00 ",3.309773333
2.22176734,0.486772767,6.449331916, 1.2198071 ,0.626038234," 4,205,223,000.00 ",14.01741
1.596846061,0.660818284,7.861226507, 1.4753347 ,0.500406558," 1,669,271,000.00 ",5.564236667
2.385903344,0.396434703,7.905167894, 0.5799492 ,0.350037183," 24,133,317,000.00 ",80.44439
7.428592959,0.221432853,10, 0.5051177 ,0.393268022," 3,753,514,000.00 ",12.51171333
30.45878365,0.025585066,10, 0.1104875 ,0.107660693," 3,050,133,000.00 ",10.16711
2.132199061,0.20047736,31.82122209, 0.1620932 ,0.12959722," 1,134,057,000.00 ",3.78019
1.36835055,0.69523618,10, 0.9813545 ,0.299081337," 17,267,985,000.00 ",57.55995
0.248528068,0.466562382,3.432063987, 0.2671572 ,0.142511721," (630,893,000.00)",-2.102976667
1.6899224,0.50013398,8.742411397, 0.6713712 ,0.335595637," 1,134,467,000.00 ",3.781556667
2.161594231,0.36953965,5.014782099, 0.3373172 ,0.212665135," 4,055,956,000.00 ",13.51985333
2.66370902,0.534607245,9.152314318, 0.7888091 ,0.367106042," 3,409,755,000.00 ",11.36585
1.655318892,0.750729852,58.19813681, 2.1105495 ,0.526096986," 1,365,602,000.00 ",4.552006667
1.875984303,0.402363707,9.48544141, 0.4316933 ,0.257995556," 5,758,225,000.00 ",19.19408333
2.637826031,0.377337501,10, 0.3419824 ,0.212939629," 2,358,232,000.00 ",7.860773333
4.344536944,0.411248097,35.94544677, 0.8264799 ,0.486591624," 10,745,539,000.00 ",35.81846333
1.470732558,0.672845537,10, 0.6084571 ,0.19905947," 2,692,602,000.00 ",8.97534
3.060237733,0.308340433,6.752454653, 0.7454089 ,0.515569211," 6,361,326,000.00 ",21.20442
4.454771923,0.218250351,13.68015235, 0.8606487 ,0.672811797," 990,186,000.00 ",3.30062
1.931638862,0.468865033,10, 1.0916434 ,0.579810003," 790,408,000.00 ",2.634693333
1.16880256,0.543785909,3.750861997, 0.7381361 ,0.336748109," 2,137,271,000.00 ",7.124236667
2.350211823,0.501263186,10.0249215, 0.8322449 ,0.415071182," 11,240,986,000.00 ",37.46995333
1.978759222,0.34101444,10, 0.3299349 ,0.217422307," 1,662,816,000.00 ",5.54272
3.739679188,0.266472885,10, 0.2181918 ,0.160049615," 1,554,420,000.00 ",5.1814
3.142946975,0.30855734,11.83113078, 0.5552729 ,0.383939343," 3,775,909,000.00 ",12.58636333
4.457021161,0.223064649,23.29900042, 0.3722486 ,0.289213104," 1,777,462,000.00 ",5.924873333
2.015128691,0.488311732,10, 1.0040436 ,0.513757313," 3,079,669,000.00 ",10.26556333
1.140184796,0.243375462,10, 0.4150723 ,0.31405389," 145,862,000.00 ",0.486206667
4.365427456,0.23665629,10, 0.0076214 ,0.005817727," 164,667,000.00 ",0.54889
2.1339182,0.450124749,8.483574895, 0.8772048 ,0.482353226," 2,463,782,000.00 ",8.212606667
0.610918983,0.53135914,9.214188789, 0.8354535 ,0.391527656," (807,682,000.00)",-2.692273333
3.262712333,0.28091589,35.83844112, 0.7451187 ,0.53580305," 3,396,071,000.00 ",11.32023667
2.027580366,0.535188865,21.47204824, 0.7128272 ,0.331330022," 6,782,462,000.00 ",22.60820667
1.345632153,0.776598861,3.843623206, 1.4023015 ,0.313275753," 482,442,000.00 ",1.60814
4.995811681,0.653163186,6.560269151, 2.2409664 ,0.777249638," 2,623,602,000.00 ",8.74534
3.103144105,0.280484907,15.03883347, 0.7175996 ,0.516323737," 15,598,065,000.00 ",51.99355
2.354796028,0.463908199,0, -   ,0," 249,842,000.00 ",0.832806667
2.262392466,0.411284471,10, 0.7602794 ,0.44758826," 1,145,630,000.00 ",3.818766667
1.83456624,0.750269346,2.545525811, 1.3859047 ,0.34610288," 942,484,000.00 ",3.141613333
0.790279691,0.968635355,10, 8.4764723 ,0.265861544," (554,835,000.00)",-1.84945
3.489563121,0.533541538,8.330749901, 0.6823258 ,0.318276657," 5,243,600,000.00 ",17.47866667
1.380617369,0.671072029,9.06624651, 0.6621784 ,0.217809," 1,890,681,000.00 ",6.30227
1.68972982,0.615912649,15.86677641, 1.4618923 ,0.561494344," 9,676,021,000.00 ",32.25340333
1.264295033,0.94051042,3.205863741, 7.9658926 ,0.473887603," 1,101,652,000.00 ",3.672173333
0.960481171,0.682626086,9.790964246, 1.0382299 ,0.329507103," (129,822,000.00)",-0.43274
1.632312124,0.406234916,10, 0.5839745 ,0.346743691," 758,846,000.00 ",2.529486667
2.000325307,0.732277457,10, 1.4186667 ,0.379809064," 5,759,515,000.00 ",19.19838333
5.086111577,0.132339747,5.703869112, 0.6601635 ,0.572797623," 1,608,269,000.00 ",5.360896667
6.503512242,0.081731168,6.630809468, 0.3400662 ,0.312272168," 1,171,296,000.00 ",3.90432
5.574837929,0.098368189,6.36705697, 0.4178796 ,0.376773519," 1,364,084,000.00 ",4.546946667
9.642344953,0.392284434,10, 0.7660723 ,0.465554077," 2,362,264,000.00 ",7.874213333
3.020343299,0.267324553,31.154549, 0.9518778 ,0.697417468," 1,367,930,000.00 ",4.559766667
4.950527209,0.597289514,13.29999552, 0.4908545 ,0.19767226," 2,326,663,000.00 ",7.755543333
5.166257445,0.226587157,35.77183494, 0.2375498 ,0.183724072," 2,180,415,000.00 ",7.26805
2.068370424,0.389816723,10, 0.6803654 ,0.415147596," 4,664,001,000.00 ",15.54667
1.807488949,0.673420425,19.50216115, 1.1631333 ,0.379855582," 987,194,000.00 ",3.290646667
5.462359937,0.605565808,2.975282943, 0.9913535 ,0.391023725," 2,002,783,000.00 ",6.675943333
3.767673826,0.125566141,774.0129184, 0.2095492 ,0.183236931," 1,396,809,000.00 ",4.65603
0.757040843,0.700543372,26.5086974, 2.1553272 ,0.645427029," (5,589,134,000.00)",-18.63044667
1.891088331,0.559260292,108.1819633, 2.0676750 ,0.911306467," 861,604,000.00 ",2.872013333
4.053718004,0.607661024,37.4259076, 1.0126743 ,0.397311592," 867,204,000.00 ",2.89068
1.563085717,0.6685196,9.527524414, 1.6187519 ,0.536584513," 6,815,576,000.00 ",22.71858667
2.070243143,0.478566476,10, 0.8481016 ,0.442228593," 4,409,177,000.00 ",14.69725667
7.271286112,0.559350438,12.27702649, 0.6913368 ,0.304637274," 4,749,916,000.00 ",15.83305333
1.411173461,0.532203244,10, 0.9298729 ,0.434991523," 2,657,794,000.00 ",8.859313333
2.832054485,0.326337757,35.52044701, 1.2207884 ,0.82239903," 2,001,078,000.00 ",6.67026
1.831896953,0.421011497,10, 0.6099257 ,0.353139963," 599,143,000.00 ",1.997143333
1.067008864,0.838653186,1.247293179, 1.5490982 ,0.249942065," 933,641,000.00 ",3.112136667
2.892147835,0.473374002,18.84317214, 1.0519906 ,0.554005579," 10,514,043,000.00 ",35.04681
1.07633995,0.697565499,17.11620214, 4.4867104 ,1.356936031," 103,745,000.00 ",0.345816667
1.213485477,0.762603772,14.39553003, 2.0266569 ,0.481120714," 3,225,418,000.00 ",10.75139333
1.167404917,0.855978935,10, 4.6993946 ,0.676811814," 346,601,000.00 ",1.155336667
1.414261812,0.964467518,4.146996851, 7.9425054 ,0.282216928," 1,848,285,000.00 ",6.16095
3.429481138,0.398276281,46.58587431, 0.7716807 ,0.464338569," 1,229,626,000.00 ",4.098753333
1.004311521,0.834992959,10, 0.4138569 ,0.068289299," 42,670,000.00 ",0.142233333
1.336295383,0.733462921,10, 1.3553911 ,0.361261977," 8,340,825,000.00 ",27.80275
2.731090384,0.473042202,10, 0.7444713 ,0.39230493," 743,853,000.00 ",2.47951
1.241583585,0.757886053,10, 1.3364279 ,0.323567834," 563,263,000.00 ",1.877543333
20.68569786,0.903970308,5.942352022, 0.3986903 ,0.03828611," 37,021,199,000.00 ",123.4039967
2.104015917,0.624315215,3.413711955, 1.0759094 ,0.40420281," 3,028,107,000.00 ",10.09369
1.379318133,0.698178505,2.972638714, 0.8181006 ,0.246920354," 11,225,314,000.00 ",37.41771333
1.784961206,0.497271065,10, 0.5975132 ,0.300387179," 1,533,052,000.00 ",5.110173333
9.886508343,0.12752465,10, 0.2649549 ,0.231166617," 6,742,576,000.00 ",22.47525333
15.8543996,0.656918886,32.81633971, 1.1785260 ,0.404330004," 235,160,000.00 ",0.783866667
22.1348858,0.775926803,4.21746581, 1.2640642 ,0.283242907," 5,528,083,000.00 ",18.42694333
1.818772817,0.473865855,10, 0.2689832 ,0.141521224," 799,756,000.00 ",2.665853333
1.842575377,0.734498982,13.02608001, 2.6663768 ,0.707925756," 1,038,202,000.00 ",3.460673333
1.810796863,0.440418465,12.3542205, 0.8329168 ,0.466084846," 685,022,000.00 ",2.283406667
2.055269179,0.495435448,83.97137872, 1.4019456 ,0.70737207," 4,054,818,000.00 ",13.51606
1.367789075,0.664720893,7.259727811, 1.0316837 ,0.345902006," 1,032,100,000.00 ",3.440333333
1.750549512,0.489795464,10, 1.4234990 ,0.726275653," 1,827,161,000.00 ",6.090536667
2.031989936,0.471041128,3.462119456, 0.6628057 ,0.350596978," 2,815,509,000.00 ",9.38503
1.89938147,0.50205753,44.71467384, 0.5995227 ,0.298527817," 7,069,946,000.00 ",23.56648667
4.077228441,0.225239878,10, 0.6848823 ,0.530619519," 890,673,000.00 ",2.96891
2.042639158,0.459952493,5.346876656, 0.5386179 ,0.290879281," 466,556,000.00 ",1.555186667
2.477599435,0.362946965,7.823959836, 0.5311880 ,0.338394942," 9,487,895,000.00 ",31.62631667
19.58497053,0.616273356,10, 0.2593718 ,0.099527881," 4,659,884,000.00 ",15.53294667
3.067869091,0.715237361,10, 0.6721694 ,0.191408721," 1,597,189,000.00 ",5.323963333
2.942426339,0.708837524,2.952471121, 0.6915462 ,0.201352297," 12,364,544,000.00 ",41.21514667
3.762773568,0.375354323,10, 0.6832157 ,0.426767762," 6,055,262,000.00 ",20.18420667
2.385969652,0.43994649,21.55992753, 0.7493714 ,0.41968806," 1,164,640,000.00 ",3.882133333
1.444251737,0.446403677,12.37933243, 0.7578353 ,0.419534846," 411,115,000.00 ",1.370383333
3.555543041,0.275477274,10, 0.5457292 ,0.395393235," 2,200,918,000.00 ",7.336393333
2.211111336,0.455134944,12.57239914, 0.6995593 ,0.38116542," 5,571,467,000.00 ",18.57155667
1.269211037,0.770600514,13.46475298, 0.0970589 ,0.022265271," 1,008,555,000.00 ",3.36185
3.01145641,0.524829512,28.63211536, 1.0372381 ,0.492864919," 10,270,597,000.00 ",34.23532333
1.353417381,0.553507769,3.976245552, 0.4889062 ,0.21829283," 542,079,000.00 ",1.80693
1.050847811,0.951322029,10, 0.2288776 ,0.011141298," 591,888,000.00 ",1.97296
7.649375349,0.643117705,7.421249303, 1.0401424 ,0.371208393," 7,586,658,000.00 ",25.28886
8.680475723,0.617966631,10, 1.3668502 ,0.5221824," 5,471,809,000.00 ",18.23936333
10,0.697431943,51.10634328, 2.9020058 ,0.878054253," 216,483,000.00 ",0.72161
1.768030595,0.965911236,6.393670079, 17.2757768 ,0.588909873," 1,424,047,000.00 ",4.746823333
1.484670492,0.691474438,4.694942343, 1.3867387 ,0.427844342," 10,377,767,000.00 ",34.59255667
1.142527798,0.859071491,10, 2.1494378 ,0.302917059," 1,637,510,000.00 ",5.458366667
1.091083572,0.788894539,15.76939049, 2.3451817 ,0.495080655," 432,095,000.00 ",1.440316667
2.025857006,0.479490477,13.55949132, 0.8257109 ,0.429790408," 4,186,981,000.00 ",13.95660333
8.622664322,0.273268238,53.2521185, 0.4405987 ,0.320197041," 6,865,749,000.00 ",22.88583
1.555463844,0.677704493,4.524282583, 1.1973828 ,0.385911082," 4,586,886,000.00 ",15.28962
1.375194076,0.653731903,13.59714264, 1.9167865 ,0.663721996," 879,623,000.00 ",2.932076667
0.914179854,0.710254277,7.583786097, 1.0992181 ,0.318493743," (206,448,000.00)",-0.68816
4.245319678,0.210020097,36.35512826, 1.6685700 ,1.3181368," 825,142,000.00 ",2.750473333
1.456782129,0.667590716,10, 1.7584614 ,0.584528881," 2,328,430,000.00 ",7.761433333
2.547429532,0.660223095,10, 1.3186638 ,0.448051517," 1,813,835,000.00 ",6.046116667
2.195199576,0.361430355,10, 0.9177298 ,0.586034415," 1,302,005,000.00 ",4.340016667
1.516055511,0.635544197,10, 1.1415000 ,0.416026315," 17,123,450,000.00 ",57.07816667
1.380933219,0.589853953,6.632924519, 1.1904959 ,0.488277196," 3,342,625,000.00 ",11.14208333
2.227362587,0.383811478,7.956537518, 0.5235762 ,0.322621647," 3,914,441,000.00 ",13.04813667
1.523617962,0.475534144,10, 0.6559229 ,0.344009174," 4,758,473,000.00 ",15.86157667
1.217744121,0.790156883,1.443648225, 1.0270582 ,0.215521104," 5,311,595,000.00 ",17.70531667
1.686124654,0.584177376,5.57168734, 0.9482346 ,0.394297381," 2,840,154,000.00 ",9.46718
9.283833062,0.091013338,6.330255345, 0.2080384 ,0.18910416," 4,288,938,000.00 ",14.29646
5.403887776,0.180222242,10, 0.4098927 ,0.3360209," 1,863,831,000.00 ",6.21277
10.58231186,0.864684241,14.26779318, 0.7461910 ,0.100971397," 2,797,853,000.00 ",9.326176667
4.930177844,0.181343826,10, 0.3032338 ,0.24824424," 3,334,300,000.00 ",11.11433333
1.4479481,0.703681309,10, 1.5577145 ,0.461579916," 4,382,399,000.00 ",14.60799667
2.022572324,0.430066687,2.068729672, 0.2914829 ,0.166125811," 17,871,972,000.00 ",59.57324
1.612916823,0.601025793,11.88831023, 0.8287008 ,0.330630235," 1,459,879,000.00 ",4.866263333
3.414991162,0.487509923,10, 1.0205448 ,0.523019087," 2,307,483,000.00 ",7.69161
1.318108396,0.613916958,1015.673401, 0.3348366 ,0.129274749," 911,225,000.00 ",3.037416667
4.21947043,0.810019133,10, 2.0767923 ,0.394550797," 7,022,193,000.00 ",23.40731
2.029947934,0.797484482,4.600031172, 1.0091629 ,0.204371153," 18,239,693,000.00 ",60.79897667
2.447815692,0.722426295,9.406681763, 1.4981298 ,0.415841447," 4,922,278,000.00 ",16.40759333
17.32414737,0.93467173,4.008205455, 4.3223209 ,0.282369749," 6,784,283,000.00 ",22.61427667
2.384525926,0.706474477,10, 0.7635291 ,0.224115275," 18,242,263,000.00 ",60.80754333
1.570504096,0.570159316,3.743522482, 0.4981103 ,0.214108093," 830,367,000.00 ",2.76789
2.193405518,0.502954893,10, 2.0501325 ,1.019008327," 599,808,000.00 ",1.99936
1.720264979,0.687516757,19.7932621, 1.5544406 ,0.485736627," 2,491,277,000.00 ",8.304256667
1.884109584,0.823220996,10, 2.0290492 ,0.35869329," 21,994,857,000.00 ",73.31619
3.165498857,0.369446951,30.26648509, 0.9692332 ,0.611152931," 3,017,915,000.00 ",10.05971667
1.165213228,0.757629738,38.61269291, 1.3820037 ,0.33495659," 482,456,000.00 ",1.608186667
0.001662559,0.255614351,0, -   ,0," (477,984,000.00)",-1.59328
1.303599573,0.730416834,10, 0.2531861 ,0.068254706," 425,714,000.00 ",1.419046667
1.520676593,0.59254998,10, 0.5624868 ,0.229185239," 782,516,000.00 ",2.608386667
3.38216019,0.638722925,4.34292314, 0.7114524 ,0.257031448," 2,014,469,000.00 ",6.714896667
3.146607738,0.296786581,10, 1.3333596 ,0.937636329," 1,693,139,000.00 ",5.643796667
0.83651348,0.611535548,7.00336318, 0.1757626 ,0.068277524," (713,507,000.00)",-2.378356667
1.841546127,0.530649886,850.5832788, 0.9346169 ,0.438662539," 14,561,993,000.00 ",48.53997667
2.398343141,0.416954515,10, 0.9114781 ,0.531433207," 529,677,000.00 ",1.76559
1.643495067,0.603463293,10.72757282, 0.2235374 ,0.088640787," 2,279,737,000.00 ",7.599123333
1.858148114,0.87108894,3.487708293, 1.9266769 ,0.248369956," 5,339,770,000.00 ",17.79923333
1.993141338,0.488421022,5.453383708, 1.7494095 ,0.894961118," 2,719,653,000.00 ",9.06551
1.983196828,0.487408241,10, 0.1457284 ,0.074699177," 674,884,000.00 ",2.249613333
1.244137583,0.691121154,6.199454862, 1.8220089 ,0.562780016," 1,378,486,000.00 ",4.594953333
2.508404633,0.421881568,181.5097229, 0.2953745 ,0.170761419," 4,945,199,000.00 ",16.48399667
1.216180271,0.822098548,10, 2.3895877 ,0.425111131," 1,295,641,000.00 ",4.318803333
3.505225773,0.328127308,10, 0.3345351 ,0.224764996," 2,133,801,000.00 ",7.11267
1.685674357,0.652982281,3.486724136, 0.7488401 ,0.259860766," 7,283,148,000.00 ",24.27716
10,0.363230545,0, -   ,0," 55,805,000.00 ",0.186016667
0.473787251,0.75720917,3.662855895, 0.9221484 ,0.223889182," (5,563,760,000.00)",-18.54586667
4.862127293,0.205223113,3.831808021, 0.1255568 ,0.099789604," 11,423,207,000.00 ",38.07735667
2.833450846,0.870008054,1.878798833, 2.5963319 ,0.337502241," 6,017,206,000.00 ",20.05735333
1.361248489,0.65719038,13.68688462, 0.6861200 ,0.235208549," 289,036,000.00 ",0.963453333
5.083603202,0.646140969,10, 1.4462988 ,0.511785909," 6,703,398,000.00 ",22.34466
1.823016501,0.664330473,7.559605693, 1.2264826 ,0.41169284," 2,123,548,000.00 ",7.078493333
1.394773692,0.693702637,4.446523345, 1.1441455 ,0.350448736," 4,614,818,000.00 ",15.38272667
1.051551755,0.935387399,9.351208628, 2.2983146 ,0.148500081," 40,826,000.00 ",0.136086667
1.171359703,0.643936718,10, 2.2728019 ,0.80926129," 1,818,323,000.00 ",6.061076667
1.199650686,0.867077671,6.208120433, 2.4558924 ,0.326442938," 1,035,537,000.00 ",3.45179
2.14713699,0.658857203,17.79354839, 0.8570541 ,0.292377823," 4,748,000.00 ",0.015826667
1.28696845,0.724292795,10, 0.5082564 ,0.140129962," 6,128,939,000.00 ",20.42979667
1.730689674,0.793500948,13.10660884, 2.7145924 ,0.560560768," 9,203,176,000.00 ",30.67725333
