No,LIQUIDEZ,NIVEL DE ENDEUDAMIENTO ,Razón de Cobertura de intereses , Rentabilidad del Patrimonio ,Rentabilidad del Activo,CAPITAL DE TRABAJO,%K
208,4.079080392,0.669725166,7.398741535, 1.07 ,0.354039585,26698158000,5.205712665
209,2.347637796,0.641798567,101.3902389, 0.24 ,0.085333363,14791442000,2.884093987
210,6.048195281,0.657213418,10, 0.63 ,0.215870002,6155002000,1.200126685
211,1.560884656,0.502616027,5.759424439, 0.07 ,0.037058571,4101441000,0.799715222
212,1.562430897,0.618374484,14.55544673, 0.32 ,0.12160624,5767987000,1.124664967
213,1.532786763,0.648384914,6.231251379, 0.92 ,0.323441235,2041519000,0.398063466
214,8.728848917,0.90088932,10, 0.92 ,0.091272922,8084090000,1.57626791
215,5.802237918,0.653358077,21.2410664, 0.92 ,0.320178662,5448744000,1.062417701
216,3.130527908,0.856216329,10, 0.49 ,0.070953668,1968497000,0.383825347
217,15.77042148,0.505781688,4.802818139, 0.58 ,0.28823304,15817024000,3.084066031
218,9.260099801,0.598705219,31.08657398, 1.09 ,0.438168045,22214382000,4.331448249
219,1.69212581,0.580458167,10, 5.67 ,2.378333097,1107357000,0.215916857
220,4.128743569,0.964258889,10, 3.07 ,0.109698495,5766046000,1.124286503
221,1.506151749,0.529047575,15.5657828, 0.56 ,0.262580501,1882884000,0.367132185
